==============================================================================
REZDY ROUND 1 -- SUPPLIER TEXT vs WHAT WE EXTRACTED
==============================================================================

100 products, the HARDEST in the catalogue (16-55 headings each).
Prompt: SYSTEM_PROMPT_RZ_DESC_V1_2

HOW TO READ A BLOCK
------------------------------------------------------------------------------
  SUPPLIER TEXT   what the model was given. This is the supplier's own
                  words with their HTML formatting restored as plain
                  marks -- '## ' a heading tag, '**bold**', '- ' a list
                  item, '[text](url)' a link. Nothing added or removed;
                  verified word-for-word on all 9,361 products.
  EXTRACTED       the fields that were filled, and their exact contents.
  EMPTY           fields left blank. A blank is the rule WORKING: the
                  supplier wrote no heading naming that field, so the
                  text stayed in ABOUT. It does not mean text was lost.
  FLAGS           the model's own notes on anything it moved.

THE TWO NUMBERS ON EVERY PRODUCT
------------------------------------------------------------------------------
  RETENTION   share of the supplier's distinct words that appear
              SOMEWHERE in our output. This is the content-loss measure.
              It CANNOT see a word that survived in the WRONG field --
              that is what the issue list is for. On Fareharbor, 11 of 13
              defects in one run lost no text at all, so high retention
              is necessary but not sufficient.
  FILL RATE   share of the 21 fields that got content. LOW IS OFTEN
              CORRECT: a field only fills when the supplier wrote a
              heading for it, and about half of Rezdy products write few
              or none. A low fill rate with high retention means the text
              is all present, sitting in ABOUT, exactly as intended.

RUN TOTALS
------------------------------------------------------------------------------
  mean retention     98.8%       (worst 91.2%, best 100.0%)
  products >= 95%    99 / 100
  products >= 99%    57 / 100
  mean fill rate     24.1%       (5.1 of 21 fields on average)
  no findings        44 / 100 products
  findings by type  NO HEADING 54, DUPLICATED 35, CONTENT LOSS 19, REWORDED 17, URL LOST 1, MID-SENTENCE 1

  For comparison, the OLD method (Step 1) retained 71.8% of the same
  suppliers' words across these same 100 products.

INDEX -- worst retention first
------------------------------------------------------------------------------
  PRODUCT    SUPPLIER                HEAD  RETAIN  FILLED  ISSUES
    從您的郵輪直接啟程，探索塔斯馬尼亞最壯麗的海岸線！我們的塔斯曼半島岸上觀光行程專為郵輪旅客設計，提供無縫接駁與小團制體驗。沿途欣賞壯觀的海崖景色、參觀歷史悠久的亞瑟港遺址、邂逅野生動物，親身感受這座島嶼原始而純粹的自然之美。靈活安排、貼心服務、難忘體驗——帶您發現不一樣的塔斯馬尼亞。
    **貼心郵輪接送** — 行程專為郵輪時程設計，輕鬆銜接不錯過。
    **小團制體驗** — 個人化旅遊，舒適又有溫度。
    **探索塔斯馬尼亞野性海岸** — 包含壯麗的塔斯曼半島景觀。
    **參觀歷史悠久的亞瑟港** — 感受豐富的文化遺產與動人故事。
    **邂逅野生動物** — 海豹、海豚、海鳥等近距離體驗自然生態。
    **真實的塔斯馬尼亞探險** — 結合自然、歷史與在地生活。
    **無縫、靈活、難忘的旅程** — 為追求不只是觀光的郵輪旅客量身打造。
    ## 大船港口接駁: Mac 02 /// 18 Hunter St, Hobart TAS 7000 接駁時間: 0800am-0830am
    ## 總行程時段 6hr-6.5hr 
    **給您體驗在荷巴特郵輪岸上探險半日遊的魅力，趕快訂下您與我們的探險旅程吧!**

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      This is a remarkable opportunity to explore untamed nature and completely immerse yourself in breathtaking landscapes. Tasmania boasts an incredible array of biodiversity, with ancient forests and pristine oceans that have thrived for millions of years. Our tours provide an intimate outdoor experience, allowing you to reconnect with nature through leisurely walks in the stunning Tasman National Park. Tasmania offers a truly wild and invigorating environment—why not experience it firsthand and breathe in the crisp, fresh air?
      Spectacular coastal scenery and high cliffs
      Encounter wildlife and enjoy guide insights
      Island vibes sharing and caring
      Beautiful local food and shops
      Entering into a spectacular view of the ocean and land. Enjoy tea/coffee in these beautiful places.
      Tessellated pavement is extremely rare. This natural phenomenon is only found in a few places on Earth where rocks have fractured into polygonal blocks and appear just like man-made tiles. The place is also famous for sunrise and sunset.
      Tasmans Arch is a tall natural bridge in the sea cliffs of the Tasman Peninsula, that has also been carved out by the Tasman Sea. This beautiful geological formation is one of many that can be visited at Eaglehawk Neck and along the eastern side of the Tasman Peninsula.
      ps: Optional to Waterfall Bay lookout
      Lunch or cup of coffee with a beautiful experience of lavender. It is worth having the ice cream and the Lavender products in the shop.
      Enjoy the vista from Maignon Bay Lookout of the rugged southern coastline before descending the steps to the spectacular Remarkable Cave. Enjoy a 15-minute walk return and be prepared to get a little wet!
      Nestled in the heart of the Tasman Peninsula in Taranna on the rugged East Coast of Tasmania you will find the perfect stop on your travels. The Tasmanian Chocolate Foundry manufactures a large range of hand-forged chocolate products. Indulge yourself in all things chocolate, using the finest Belgian Coverture chocolate there is sure to be something to tantalize the tastebuds.
      The tour is heading back to the starting point.
      Tasman Peninsula Shore Excursion: Discover Tasmania’s wild coastline straight from your cruise ship! Our Tasman Peninsula Shore Excursion offers a seamless, small-group adventure designed for cruise passengers. Explore dramatic sea cliffs, visit historic Port Arthur, encounter local wildlife, and experience the island’s untamed beauty — all within your cruise schedule. Personalized, flexible, and unforgettable — this is Tasmania beyond the ordinary.
      Cruise-friendly pick-up and return — tours designed to fit your cruise schedule.
      Small-group experience — personalized and comfortable travel.
      Explore Tasmania’s wild coastline — including the stunning Tasman Peninsula.
      Visit historic Port Arthur — rich in heritage and stories.
      Encounter local wildlife — seals, dolphins, seabirds, and more.
      Authentic Tasmanian adventure — connecting nature, history, and local life.
      Seamless, flexible, and unforgettable — ideal for cruise passengers seeking more than just sightseeing.
      雖然該地區以荷蘭探險家荷蘭（https://zh.wikipedia.org/wiki/%E8%8D%B7%E5%85%B0）探險家阿貝爾·塔斯曼（https://zh.wikipedia.org/wiki/%E9%98%BF%E8%B4%9D%E5%B0%94%C2%B7%E5%A1%94%E6%96%AF%E6%9B%BC）的名字命名，在歐洲人到來之前，這一地區居民的原住民為派德雷麥（pyder-remer ）人。他們居住的地方現在稱為塔斯曼和福里斯蒂爾半島。
      1830年代初，歐洲人在半島的亞瑟港（https://zh.wikipedia.org/wiki/%E4%BA亚瑟港_(塔斯曼尼亞州)）建立了第一個居住地。由於它在地理上孤立於其他的殖民地，因此被選為關押犯人的地方，並且相比位於西海岸的另一個關押犯人地點麥格理港（https://zh.wikipedia.org/wiki/%E9%BA%A6%E6%A0%BC%E7%90%86%E6%B8%AF），從海上更容易到達這裡。它還提供優良的製作船隻和其他建築工程的木材，並且是一個深水港，可用於英國軍艦的修復。在鷹頸設立警衛和警犬後，罪犯就很難逃脫。
      亞瑟港的犯人關押地如今已經成為一個旅遊景點。和大部分洲一樣，旅遊已經成為一個主要產業。在政府大力積極推動觀光的促使下，塔斯曼半島擁有著塔斯人的後山與後花園之稱。由於動、植物種的多樣化，這裡是研究家長年觀察的基地。再來就是擁有著多樣化的天然地形和健走山巒，著名的健走行程『Three Capes Track』就是坐落於此。每年吸引者大量的遊客來此親自見證這大自然的鬼斧神工，配合國家公園每一年在健走步道上的更新建設。塔斯曼半島已經成為非常成熟的一日旅遊/多日旅遊的必要觀光勝地。
      塔斯曼半島/
      享受半島觀景台山與海的結合
      《春、夏季每週三到周天有咖啡小車Cubed. Espresso Bar的陪伴》冬季營業時間不同
      棋盤岩石/
      是一種特殊的海洋景象，這裡是海洋保護區
      沉浸在大自然的鬼斧神工下所刻畫的美麗海岸線，旅人特別喜歡在日出與日落拍下她美麗動人的面貌
      塔斯曼拱門/
      體驗侏儸紀時期的岩石峭壁
      玄武岩的質地給這海岸線帶來無可比擬的風景
      沿岸海浪不斷地拍打，鍛造出奇特的海蝕洞景象
      午餐/亞瑟港薰衣草花園
      享受在美麗的薰衣草花園裡用餐，這裡每一項食品與產品都是農場主人用心經營的結晶
      非凡洞穴/
      擁有最經典的海蝕洞景象，從洞口探出去隱約可以看見塔斯馬尼亞的形狀
      在每個月最低潮的時刻有機會可以步行探索海蝕洞的樣貌，是個典型的海岸洞穴
      塔斯曼巧克力工廠/
      這裡的巧克力都是純手工製作而成，巧克力本身是源自於比利時
      入口即化、絲滑順口，每一口都能感受到職人用心的態度
      此店不僅有食用的巧克力，還有實用的巧克力商品。例如: 肥皂、香精、茶葉等等。另外，還能夠體驗到塔斯馬尼亞的冰淇淋的魅力
      塔斯曼半島岸上觀光行程: (從荷巴特港口出發)
      從您的郵輪直接啟程，探索塔斯馬尼亞最壯麗的海岸線！我們的塔斯曼半島岸上觀光行程專為郵輪旅客設計，提供無縫接駁與小團制體驗。沿途欣賞壯觀的海崖景色、參觀歷史悠久的亞瑟港遺址、邂逅野生動物，親身感受這座島嶼原始而純粹的自然之美。靈活安排、貼心服務、難忘體驗——帶您發現不一樣的塔斯馬尼亞。
      貼心郵輪接送 — 行程專為郵輪時程設計，輕鬆銜接不錯過。
      小團制體驗 — 個人化旅遊，舒適又有溫度。
      探索塔斯馬尼亞野性海岸 — 包含壯麗的塔斯曼半島景觀。
      參觀歷史悠久的亞瑟港 — 感受豐富的文化遺產與動人故事。
      邂逅野生動物 — 海豹、海豚、海鳥等近距離體驗自然生態。
      真實的塔斯馬尼亞探險 — 結合自然、歷史與在地生活。
      無縫、靈活、難忘的旅程 — 為追求不只是觀光的郵輪旅客量身打造。
      給您體驗在荷巴特郵輪岸上探險半日遊的魅力，趕快訂下您與我們的探險旅程吧!

  [WHAT'S INCLUDED]
      National Park Pass ｜Air-con Bus ｜Guided Tour
      國家公園入園證/
      空調冷氣小巴士/
      x1 飲用水/人

  [WHAT'S NOT INCLUDED]
      Lunch｜Personal Expense ｜Travel Insurance
      各人消費/
      中餐/

  [ITINERARY]
      Tasman Bay National Park Lookout
      Tessellated Pavement
      Tasman Arch｜Devil's Kitchen
      Port Arthur Lavender Farm
      Remarkable Cave
      Tasmanian Chocolate Foundry
      Drop off point & time to say goodbye
      Tasman Bay National Park Lookout
      Tessellated Pavement
      Devil's Kitchen
      Port Arthur Lavender/ Enjoy a Beautiful LUNCH in Lavender Farm
      Remarkable Cave
      Tasmanian Chocolate Foundry

  [DURATION]
      8 hrs (Normal Itinerary)
      6-6.5 hrs(Cruise Ships Excursions)
      6hr-6.5hr

  [MEETING POINT]
      Prices Wharf to Tasman Peninsula: Princes Wharf No. 1, Castray Esplanade, Hobart
      Tour starts from 08:30am///Hotel Pick-Up is available
      集合地點: Prices Wharf to Tasman Peninsula / Bruny Island: Princes Wharf No. 1, Castray Esplanade, Hobart
      行程出發時間 0830 a.m. /// 飯店接駁OK
      Cruise Ships - Pick Up &Ｄrop Off Point : Mac 02 /// 18 Hunter St, Hobart TAS 7000 Pick Up Time: 0800am-0830am
      大船港口接駁: Mac 02 /// 18 Hunter St, Hobart TAS 7000 接駁時間: 0800am-0830am

  EMPTY (15): IMPORTANT INFO, HIGHLIGHTS, EXTRAS, WHAT TO BRING, CANCELLATION, CHECK IN, ACCESSIBILITY, RESTRICTIONS, SPECIAL REQUIREMENTS, FAQS, PRICING, DISCLAIMERS, HEALTH & SAFETY, CONTACT, GROUP SIZE
    ^ the supplier wrote no heading for these. Their text, if any,
      is in ABOUT above -- nothing was dropped.

  [FLAGS -- the model's own notes, never shown to a customer]
      itinerary: moved descriptive lines without a clock time, day/step number, or ordered stop to about (no qualifying structural signal)


==============================================================================
PBWZY2   viatravel
Brisbane to Daintree Rainforest - 9 Day Boutique Tour
==============================================================================
  RETENTION  99.6%   FILL RATE  14.3% (3/21 fields)   FINDINGS 1
  29 headings | 1,225 words | raw file: Rezdy-viatravel-PBWZY2.json

  ISSUES FOUND (CANDIDATE -- verify against the text below)
    [DUPLICATED] redo_desc_what_included & redo_desc_itinerary: Great Barrier Reef day cruise including snorkelling & glass bottom boat

------------------------------------------------------------------------------
SUPPLIER TEXT (what the model was given)
------------------------------------------------------------------------------
    ## Brisbane to Daintree Rainforest – 9 Day Boutique Tour
    Aussie blockbuster must-see attractions. Off-the-beaten track gems. Local, family run restaurants. Intimate group experiences. The best beaches in the world. Cuddly (and not-so-cuddly) wildlife. Fun, bustling cities. What’s not to like on this 9-day adventure across lush, verdant landscapes and glittering turquoise water? Nothing, that’s what.
    No hidden cost on our tours - Look closely at our amazing inclusions & value for money
    ## Included
    - Great Barrier Reef day cruise including snorkelling & glass bottom boat
    - Whitsunday Islands & Whitehaven beach day trip & snorkelling
    - Atherton tablelands tour – Volcanic crater lake, stunning waterfalls and a chance to spot wild platypus
    - Visit Cape Tribulation
    - Skyrail gondola ride over lush rainforest to the town of Kuranda
    - Daintree rainforest walk - Off the beaten track interpretive, sustainable walk with a local passionate expert
    - Eco-friendly nature cruise - Spot crocodiles, birds, fish in the wild
    - Mossman Gorge entry and soft adventure walk
    - Kuku Yalanji First nations local walk experience
    - Small Group Tour (Max 16 Guests)
    - All transport (Private buses, transfers, domestic flight, ferry & boat trips)
    - All accommodation (Boutique locally owned hotels/resorts)
    - Friendly & experienced local guide
    - 8 breakfasts, 4 lunches
    ## Full Itinerary
    **Day 1: Brisbane **
    It’s Bris-vegas baby, Queensland’s capital aka Brisbane, soon to be home of the summer Olympics. Laidback, sunny, optimistic, buzzing – in many ways it’s the quintessential Aussie city. Meet your fellow travellers and friendly guide at 5pm in the hotel reception. After a brief welcome meeting, we head off on an evening orientation tour, and a chance to enjoy a meal together at a local restaurant.
    **Included Activities**
    - Orientation tour
    Included Meals
    - None
    **Accommodation** – [The Point Hotel Brisbane](https://gettothepoint.com.au/)
    **Day 2: Brisbane to Airlie Beach **
    Airport time! It’s up, up, and away, as we take the plane to Airlie beach, the jewel in the magnificent Whitsundays crown. It’s another choose-your-own-adventure day: take a stroll through the town, find a cool little bar, or explore the local swimming hole, the choice is yours.
    **Included Activities**
    - Free afternoon & evening to explore Airlie Beach
    - Domestic Flight to the Whitsunday Coast
